row_index,customer_id,name_true,email_true,phone_true_e164,signup_date_true,order_date_true,city_true,district_true,country_true,order_amount_true,customer_age_true
169,181,Çev. Bidayet Sirap Yıldırım,cev.bidayet.sirap.yildirim181@example.com,+905300119721,2021-07-30,2025-02-13,Şanlıurfa,Eyyübiye,Türkiye,270.52,50
170,158,Yahşi Soylu,yahsi.soylu158@example.com,+905015336884,2022-03-31,2025-11-09,İzmir,Bornova,Türkiye,187.07,36
171,499,Bayan Nürice Arsoy Eraslan,bayan.nurice.arsoy.eraslan499@example.com,+905053844446,2022-03-05,2026-01-08,Denizli,Pamukkale,Türkiye,155.12,33
172,23,Öğr. Kasim Aslan,ogr.kasim.aslan23@example.com,+905482366299,2024-04-05,2025-11-11,Eskişehir,Tepebaşı,Türkiye,271.73,43
173,387,Bişar Ülker,bisar.ulker387@example.com,+905743553795,2025-11-10,2026-02-25,Bursa,Nilüfer,Türkiye,336.97,62
174,405,Günebakan İnönü,gunebakan.inonu405@example.com,+905377805292,2024-03-27,2025-12-20,Denizli,Pamukkale,Türkiye,340.18,65
175,317,İnançlı Ülker,inancli.ulker317@example.com,+905725204565,2025-09-04,2025-12-08,Antalya,Kepez,Türkiye,171.19,36
176,277,Kayrabay Akar,kayrabay.akar277@example.com,+905519712847,2023-01-19,2025-05-17,Van,İpekyolu,Türkiye,157.15,23
177,394,Necva Yılmaz,necva.yilmaz394@example.com,+905095431735,2025-08-23,2026-03-12,Şanlıurfa,Eyyübiye,Türkiye,366.36,70
178,119,Korugan Şama,korugan.sama119@example.com,+905472126464,2023-03-27,2025-05-20,Mersin,Toroslar,Türkiye,335.63,68
179,166,Bayan Gülsü Sabır Kısakürek,bayan.gulsu.sabir.kisakurek166@example.com,+905307053457,2023-02-12,2025-06-11,Konya,Selçuklu,Türkiye,251.72,43
180,385,Safinaz Ayçan Arslan Tevetoğlu,safinaz.aycan.arslan.tevetoglu385@example.com,+905033993788,2023-10-16,2026-06-02,Ankara,Keçiören,Türkiye,119.31,25
181,182,Hiçsönmez Eba Şensoy,hicsonmez.eba.sensoy182@example.com,+905374470120,2024-04-26,2025-10-11,Bursa,Osmangazi,Türkiye,419.07,41
182,388,Öğr. Deryanur Ergül Akdeniz,ogr.deryanur.ergul.akdeniz388@example.com,+905002687681,2022-04-23,2025-06-27,İstanbul,Şişli,Türkiye,5801.58,59
183,198,Akyıldız Akdeniz,akyildiz.akdeniz198@example.com,+905326842450,2022-11-05,2025-08-24,Diyarbakır,Kayapınar,Türkiye,387.9,73
184,133,Okt. Rahiye Mehdiye Durmuş,okt.rahiye.mehdiye.durmus133@example.com,+905751863637,2024-06-11,2026-02-25,Trabzon,Ortahisar,Türkiye,406.12,38
185,110,Aygönenç Neslinur Bilir Tarhan,aygonenc.neslinur.bilir.tarhan110@example.com,+905546156793,2022-01-15,2025-09-28,Manisa,Şehzadeler,Türkiye,127.74,32
186,42,Arş. Gör. Baba Bilge,ars.gor.baba.bilge42@example.com,+905746807154,2024-02-19,2025-08-26,Eskişehir,Tepebaşı,Türkiye,197.57,25
187,367,Sevican Asu Yorulmaz,sevican.asu.yorulmaz367@example.com,+905745508428,2022-07-24,2026-03-25,Malatya,Yeşilyurt,Türkiye,293.47,60
188,460,Öğr. Hafıza Yaman Manço,ogr.hafiza.yaman.manco460@example.com,+905392312604,2024-11-14,2025-01-12,Bursa,Nilüfer,Türkiye,201.52,27
189,371,Apaydın Yaman,apaydin.yaman371@example.com,+905072081155,2023-09-12,2025-05-25,Diyarbakır,Kayapınar,Türkiye,356.63,67
190,345,Zeride Sabihe Zengin Korutürk,zeride.sabihe.zengin.koruturk345@example.com,+905965772429,2024-02-11,2026-02-20,Gaziantep,Şahinbey,Türkiye,369.55,69
191,420,Av. Nevsale Birsan Şafak Akdeniz,av.nevsale.birsan.safak.akdeniz420@example.com,+905326303975,2025-03-13,2026-05-11,Malatya,Yeşilyurt,Türkiye,188.48,35
192,67,Erdursun Dalkılıç Akar Duran,erdursun.dalkilic.akar.duran67@example.com,+905079359782,2025-08-08,2025-11-14,Eskişehir,Odunpazarı,Türkiye,240.51,46
193,147,Yekda Sezer,yekda.sezer147@example.com,+905561853747,2024-06-18,2025-02-17,Diyarbakır,Kayapınar,Türkiye,399.99,72
194,422,Kopan Bilge,kopan.bilge422@example.com,+905023212983,2024-08-16,2025-10-20,Gaziantep,Şehitkamil,Türkiye,222.77,50
195,184,Çağlasın Akdurmuş Akça,caglasin.akdurmus.akca184@example.com,+905089935889,2025-05-31,2025-12-05,Şanlıurfa,Eyyübiye,Türkiye,285.04,45
196,264,Vacibe Alemdar Yılmaz,vacibe.alemdar.yilmaz264@example.com,+905344144885,2021-08-25,2025-08-06,Konya,Selçuklu,Türkiye,79.8,18
197,390,Av. Övün Şilan Tarhan,av.ovun.silan.tarhan390@example.com,+905375047930,2024-11-06,2026-01-21,Kayseri,Melikgazi,Türkiye,407.94,70
198,179,Muvaffak Hayrioğlu,muvaffak.hayrioglu179@example.com,+905648909010,2025-09-05,2025-12-19,Samsun,İlkadım,Türkiye,342.87,62
199,420,Av. Nevsale Birsan Şafak Akdeniz,av.nevsale.birsan.safak.akdeniz420@example.com,+905326303975,2025-03-13,2025-06-01,Malatya,Yeşilyurt,Türkiye,190.81,35
200,332,Berran İnönü,berran.inonu332@example.com,+905349114152,2025-11-02,2026-03-25,Gaziantep,Şahinbey,Türkiye,234.09,52
201,156,Doç. Nerim Dumanlı,doc.nerim.dumanli156@example.com,+905410067626,2023-03-09,2025-03-13,Samsun,İlkadım,Türkiye,477.11,74
202,35,Yrd. Doç. Banü Nurşan Kısakürek,yrd.doc.banu.nursan.kisakurek35@example.com,+905574443135,2025-04-12,2025-09-08,Gaziantep,Şehitkamil,Türkiye,364.79,65
203,285,Veis Yüksel,veis.yuksel285@example.com,+905091093911,2025-06-19,2025-09-01,Konya,Selçuklu,Türkiye,445.64,72
204,138,Melihcan Çetin,melihcan.cetin138@example.com,+905414183285,2023-10-04,2025-08-14,Erzurum,Yakutiye,Türkiye,322.29,55
205,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2025-06-29,Diyarbakır,Kayapınar,Türkiye,263.07,48
206,371,Apaydın Yaman,apaydin.yaman371@example.com,+905072081155,2023-09-12,2025-12-07,Diyarbakır,Kayapınar,Türkiye,352.71,67
207,109,Aköz Hançer,akoz.hancer109@example.com,+905484086211,2023-01-04,2025-12-05,Manisa,Şehzadeler,Türkiye,156.02,27
208,127,Kaşif Seydo Akar Eraslan,kasif.seydo.akar.eraslan127@example.com,+905969691557,2022-06-27,2026-05-03,Şanlıurfa,Eyyübiye,Türkiye,334.81,29
209,32,Nevsale Bilgin Yaman,nevsale.bilgin.yaman32@example.com,+905067165726,2024-12-17,2025-04-29,Kayseri,Kocasinan,Türkiye,385.64,64
210,230,Koçak Soylu,kocak.soylu230@example.com,+905478077406,2024-04-22,2025-12-25,Antalya,Kepez,Türkiye,306.5,56
211,25,Eflâtun İlgi Türk,efltun.ilgi.turk25@example.com,+905489513433,2025-02-14,2025-05-19,Adana,Seyhan,Türkiye,100.06,19
212,276,Öğr. Heva Ertaş Durmuş,ogr.heva.ertas.durmus276@example.com,+905097384689,2023-11-22,2026-06-21,Antalya,Muratpaşa,Türkiye,167.58,20
213,499,Bayan Nürice Arsoy Eraslan,bayan.nurice.arsoy.eraslan499@example.com,+905053844446,2022-03-05,2025-06-06,Denizli,Pamukkale,Türkiye,185.29,33
214,39,Dilfeza Arslan,dilfeza.arslan39@example.com,+905324210249,2021-10-01,2025-10-08,Kayseri,Kocasinan,Türkiye,421.64,70
215,340,Tenvir Alemdar,tenvir.alemdar340@example.com,+905321234764,2022-08-23,2025-05-01,Gaziantep,Şehitkamil,Türkiye,126.64,21
216,128,Yamin Merzuk Yılmaz,yamin.merzuk.yilmaz128@example.com,+905579050723,2023-10-18,2025-03-19,Kayseri,Melikgazi,Türkiye,352.65,53
217,474,Av. Nura Durmuş İhsanoğlu,av.nura.durmus.ihsanoglu474@example.com,+905457230848,2025-04-04,2025-12-20,İstanbul,Kadıköy,Türkiye,304.18,19
218,20,Tınal Aslan,tinal.aslan20@example.com,+905365414586,2022-02-20,2026-04-28,Denizli,Pamukkale,Türkiye,420.68,71
219,113,Prof. Ürfettin Akçay,prof.urfettin.akcay113@example.com,+905429396856,2021-09-17,2026-04-01,Trabzon,Ortahisar,Türkiye,371.77,65
220,108,İldeş Çalım Manço Şafak,ildes.calim.manco.safak108@example.com,+905006231203,2023-02-11,2026-03-17,Gaziantep,Şehitkamil,Türkiye,288.65,47
221,236,İncifir Sanavber Hançer,incifir.sanavber.hancer236@example.com,+905351863878,2025-01-31,2025-05-27,Şanlıurfa,Eyyübiye,Türkiye,287.42,57
222,248,Prof. Gökten Tevetoğlu,prof.gokten.tevetoglu248@example.com,+905387800384,2024-01-29,2025-05-30,Trabzon,Ortahisar,Türkiye,307.84,49
223,79,Çakırca Gücal Yorulmaz,cakirca.gucal.yorulmaz79@example.com,+905473947312,2025-07-14,2026-03-15,Bursa,Osmangazi,Türkiye,226.62,46
224,22,Arş. Gör. Yurtgüven Yüksel,ars.gor.yurtguven.yuksel22@example.com,+905356159514,2023-02-08,2026-03-02,Manisa,Şehzadeler,Türkiye,241.75,37
225,210,Çisem Yılmaz,cisem.yilmaz210@example.com,+905379772369,2025-02-23,2025-12-28,Kayseri,Melikgazi,Türkiye,378.31,68
226,46,Sümeyye Hayrioğlu,sumeyye.hayrioglu46@example.com,+905753396360,2024-03-01,2026-03-01,Erzurum,Yakutiye,Türkiye,407.75,65
227,27,Dirlik Çamurcuoğlu,dirlik.camurcuoglu27@example.com,+905727743487,2022-06-08,2025-05-18,Antalya,Kepez,Türkiye,146.37,33
228,71,Aygutalp İhsanoğlu,aygutalp.ihsanoglu71@example.com,+905407581814,2025-06-24,2026-04-12,Manisa,Şehzadeler,Türkiye,374.92,66
229,479,Dölensoy Alemdar,dolensoy.alemdar479@example.com,+905030587210,2023-12-28,2025-10-01,Gaziantep,Şehitkamil,Türkiye,416.33,41
230,203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+905411080996,2021-08-20,2026-06-22,Kayseri,Kocasinan,Türkiye,308.86,55
231,14,Arş. Gör. Edaviye Nuriyet Çorlu Durmuş,ars.gor.edaviye.nuriyet.corlu.durmus14@example.com,+905500978820,2023-02-06,2026-02-16,Ankara,Yenimahalle,Türkiye,316.35,23
232,181,Çev. Bidayet Sirap Yıldırım,cev.bidayet.sirap.yildirim181@example.com,+905300119721,2021-07-30,2025-10-12,Şanlıurfa,Eyyübiye,Türkiye,282.94,50
233,367,Sevican Asu Yorulmaz,sevican.asu.yorulmaz367@example.com,+905745508428,2022-07-24,2025-01-21,Malatya,Yeşilyurt,Türkiye,337.63,60
234,235,Serfinaz Çamurcuoğlu Dumanlı,serfinaz.camurcuoglu.dumanli235@example.com,+905306524077,2022-10-25,2025-03-17,Samsun,Atakum,Türkiye,213.21,36
235,225,Saydam Feza Sezer,saydam.feza.sezer225@example.com,+905399824558,2023-03-20,2026-01-26,Samsun,Atakum,Türkiye,561.99,67
236,432,Fatinur Dumanlı,fatinur.dumanli432@example.com,+905100409013,2023-01-08,2025-06-12,Şanlıurfa,Eyyübiye,Türkiye,373.33,68
237,499,Bayan Nürice Arsoy Eraslan,bayan.nurice.arsoy.eraslan499@example.com,+905053844446,2022-03-05,2025-01-07,Denizli,Pamukkale,Türkiye,149.0,33
238,87,Emal Ülker Şensoy,emal.ulker.sensoy87@example.com,+905168784991,2025-03-24,2025-06-09,Samsun,Atakum,Türkiye,174.9,24
239,26,Rabbiye Aslan,rabbiye.aslan26@example.com,+905016328708,2024-07-20,2025-10-16,Şanlıurfa,Eyyübiye,Türkiye,386.78,72
240,306,Uz. Cannur Çorlu,uz.cannur.corlu306@example.com,+905569557988,2023-06-15,2025-12-04,Şanlıurfa,Eyyübiye,Türkiye,231.56,47
241,464,Sücaettin Kısakürek,sucaettin.kisakurek464@example.com,+905108255598,2022-07-23,2026-02-28,Kayseri,Melikgazi,Türkiye,229.68,41
242,328,Yurtseven Tule Çamurcuoğlu Aslan,yurtseven.tule.camurcuoglu.aslan328@example.com,+905320101702,2023-10-21,2025-09-18,Şanlıurfa,Eyyübiye,Türkiye,355.65,56
243,131,Minibe Ülker,minibe.ulker131@example.com,+905395962923,2024-10-15,2026-02-01,Bursa,Nilüfer,Türkiye,341.91,69
244,398,Karataş Seven,karatas.seven398@example.com,+905247395003,2024-11-02,2025-10-07,Şanlıurfa,Eyyübiye,Türkiye,183.13,36
245,468,Seniha Hasgül Duran,seniha.hasgul.duran468@example.com,+905434481230,2022-12-16,2026-05-24,Malatya,Yeşilyurt,Türkiye,143.15,33
246,471,Öğr. Lezize Nursim Zorlu Fırat,ogr.lezize.nursim.zorlu.firat471@example.com,+905365271727,2024-11-29,2025-04-19,Mersin,Yenişehir,Türkiye,550.07,70
247,136,Rayla Zülbiye Karadeniz,rayla.zulbiye.karadeniz136@example.com,+905526965827,2021-08-18,2026-06-09,Gaziantep,Şehitkamil,Türkiye,128.94,22
248,316,Ümray Mehdiye Sezer Arslan,umray.mehdiye.sezer.arslan316@example.com,+905964715890,2024-06-29,2025-05-31,Van,İpekyolu,Türkiye,152.96,28
249,37,Uraltay Gül,uraltay.gul37@example.com,+905824008427,2025-05-16,2026-05-12,Kayseri,Melikgazi,Türkiye,399.37,73
250,211,Atilhan Yüksel,atilhan.yuksel211@example.com,+905127990881,2025-06-05,2025-09-08,Adana,Çukurova,Türkiye,282.71,48
251,67,Erdursun Dalkılıç Akar Duran,erdursun.dalkilic.akar.duran67@example.com,+905079359782,2025-08-08,2025-10-16,Eskişehir,Odunpazarı,Türkiye,221.93,46
252,181,Çev. Bidayet Sirap Yıldırım,cev.bidayet.sirap.yildirim181@example.com,+905300119721,2021-07-30,2026-03-24,Şanlıurfa,Eyyübiye,Türkiye,218.78,50
253,154,Selmin Mansız,selmin.mansiz154@example.com,+905599293784,2024-12-18,2026-02-03,Van,İpekyolu,Türkiye,286.72,49
254,139,Seçgül Dumanlı,secgul.dumanli139@example.com,+905758842524,2021-11-02,2025-04-08,İzmir,Bornova,Türkiye,391.21,74
255,57,Yrd. Doç. Duruk Abdülahat Erdoğan,yrd.doc.duruk.abdulahat.erdogan57@example.com,+905529042284,2024-12-20,2025-06-25,Mersin,Yenişehir,Türkiye,171.61,25
256,231,Seydo Şener,seydo.sener231@example.com,+905368663266,2024-09-17,2026-01-22,İstanbul,Üsküdar,Türkiye,192.67,34
257,24,Dr. Günkurt Şanlı Öcalan,dr.gunkurt.sanli.ocalan24@example.com,+905436995777,2022-02-28,2026-02-12,İstanbul,Üsküdar,Türkiye,198.89,31
258,244,Çev. Özerdinç Özinal Şener,cev.ozerdinc.ozinal.sener244@example.com,+905416862278,2024-11-02,2025-07-20,Kayseri,Kocasinan,Türkiye,296.95,49
259,423,Nalân Güverçin Şama,naln.guvercin.sama423@example.com,+905066149828,2021-11-15,2025-12-18,Diyarbakır,Kayapınar,Türkiye,129.04,29
260,388,Öğr. Deryanur Ergül Akdeniz,ogr.deryanur.ergul.akdeniz388@example.com,+905002687681,2022-04-23,2025-08-25,İstanbul,Şişli,Türkiye,317.54,59
261,305,Uz. Hezniye Yurtseven Seven,uz.hezniye.yurtseven.seven305@example.com,+905127238046,2022-02-14,2025-12-20,Bursa,Osmangazi,Türkiye,322.18,52
262,462,Ortak Ömür Duran Karadeniz,ortak.omur.duran.karadeniz462@example.com,+905414545635,2025-09-06,2025-11-04,Denizli,Pamukkale,Türkiye,129.34,29
263,411,Maksüde Hayrioğlu,maksude.hayrioglu411@example.com,+905169385977,2023-05-10,2025-08-28,Antalya,Kepez,Türkiye,272.18,54
264,323,Gökçil Özertem Dumanlı,gokcil.ozertem.dumanli323@example.com,+905428013875,2022-01-13,2025-10-26,Konya,Selçuklu,Türkiye,311.28,55
265,402,Prof. Tartış Yorulmaz,prof.tartis.yorulmaz402@example.com,+905558777496,2022-05-16,2025-05-01,Manisa,Şehzadeler,Türkiye,420.06,68
266,465,Buhari Akçay,buhari.akcay465@example.com,+905961129109,2022-04-12,2026-02-15,Mersin,Yenişehir,Türkiye,349.92,70
267,157,Hoşkadem Karadeniz,hoskadem.karadeniz157@example.com,+905054115262,2021-11-04,2025-03-14,Erzurum,Yakutiye,Türkiye,139.8,22
268,63,Aykutalp Sakarya,aykutalp.sakarya63@example.com,+905510762268,2022-01-01,2026-04-23,Denizli,Pamukkale,Türkiye,170.54,32
269,343,Aytek Elöve Akgündüz Duran,aytek.elove.akgunduz.duran343@example.com,+905441343275,2021-08-25,2025-08-21,İstanbul,Şişli,Türkiye,354.6,59
270,423,Nalân Güverçin Şama,naln.guvercin.sama423@example.com,+905066149828,2021-11-15,2026-04-30,Diyarbakır,Kayapınar,Türkiye,169.67,29
271,417,Gözel Durdu,gozel.durdu417@example.com,+905552065063,2023-05-18,2025-07-08,Eskişehir,Odunpazarı,Türkiye,154.73,32
272,211,Atilhan Yüksel,atilhan.yuksel211@example.com,+905127990881,2025-06-05,2025-07-22,Adana,Çukurova,Türkiye,299.79,48
273,203,Musaffa Akdeniz,musaffa.akdeniz203@example.com,+905411080996,2021-08-20,2026-04-21,Kayseri,Kocasinan,Türkiye,288.9,55
274,422,Kopan Bilge,kopan.bilge422@example.com,+905023212983,2024-08-16,2025-02-26,Gaziantep,Şehitkamil,Türkiye,279.79,50
275,383,Elvan Çisem Yorulmaz Zengin,elvan.cisem.yorulmaz.zengin383@example.com,+905626085641,2025-04-22,2026-04-17,İstanbul,Üsküdar,Türkiye,156.26,24
276,36,Arş. Gör. Hüda Çağlar Bilge Akça,ars.gor.huda.caglar.bilge.akca36@example.com,+905374989413,2024-04-15,2025-08-19,Adana,Seyhan,Türkiye,174.31,32
277,301,Çetinsu Temizkal Demirel Bilge,cetinsu.temizkal.demirel.bilge301@example.com,+905427990772,2022-01-02,2025-03-12,İstanbul,Şişli,Türkiye,226.45,43
278,326,Müferrih Ruhugül Akçay,muferrih.ruhugul.akcay326@example.com,+905386463175,2024-12-10,2025-11-29,Kayseri,Kocasinan,Türkiye,154.12,18
279,174,Tayyip Duran,tayyip.duran174@example.com,+905099917381,2022-02-17,2025-12-03,Bursa,Osmangazi,Türkiye,265.53,42
280,253,Aydinç Bilgin,aydinc.bilgin253@example.com,+905520566474,2025-02-04,2026-02-18,Bursa,Nilüfer,Türkiye,365.8,67
281,387,Bişar Ülker,bisar.ulker387@example.com,+905743553795,2025-11-10,2026-01-21,Bursa,Nilüfer,Türkiye,365.38,62
282,287,Bayan Muarra Sonnur Demirel,bayan.muarra.sonnur.demirel287@example.com,+905427173962,2022-05-01,2025-03-11,Eskişehir,Tepebaşı,Türkiye,291.81,49
283,110,Aygönenç Neslinur Bilir Tarhan,aygonenc.neslinur.bilir.tarhan110@example.com,+905546156793,2022-01-15,2025-03-16,Manisa,Şehzadeler,Türkiye,177.43,32
284,99,Uzsoy Şener,uzsoy.sener99@example.com,+905106903311,2022-08-14,2026-05-16,Mersin,Yenişehir,Türkiye,183.45,20
285,434,Kâzime İslime Yorulmaz,kzime.islime.yorulmaz434@example.com,+905091843579,2022-02-06,2025-12-14,Trabzon,Ortahisar,Türkiye,504.88,60
286,311,Zöhrehan Ferhan Erdoğan,zohrehan.ferhan.erdogan311@example.com,+905562656504,2024-01-06,2026-03-14,Diyarbakır,Kayapınar,Türkiye,209.54,40
287,406,Hazrat Melihcan Demir Arslan,hazrat.melihcan.demir.arslan406@example.com,+905366684590,2022-10-07,2026-01-03,Samsun,Atakum,Türkiye,372.0,68
288,294,Arıel Güçlü,ariel.guclu294@example.com,+905456083318,2025-05-31,2025-09-27,Şanlıurfa,Eyyübiye,Türkiye,316.71,57
289,202,Öğr. Seblâ Alemdar Gül,ogr.sebl.alemdar.gul202@example.com,+905533645257,2023-05-10,2025-11-30,Manisa,Şehzadeler,Türkiye,267.26,46
290,269,Dr. Asiman Şener Tevetoğlu,dr.asiman.sener.tevetoglu269@example.com,+905424932149,2024-01-19,2026-03-06,Bursa,Nilüfer,Türkiye,283.34,52
291,432,Fatinur Dumanlı,fatinur.dumanli432@example.com,+905100409013,2023-01-08,2026-01-27,Şanlıurfa,Eyyübiye,Türkiye,360.42,68
292,166,Bayan Gülsü Sabır Kısakürek,bayan.gulsu.sabir.kisakurek166@example.com,+905307053457,2023-02-12,2025-06-29,Konya,Selçuklu,Türkiye,259.79,43
293,179,Muvaffak Hayrioğlu,muvaffak.hayrioglu179@example.com,+905648909010,2025-09-05,2026-01-12,Samsun,İlkadım,Türkiye,310.75,62
294,367,Sevican Asu Yorulmaz,sevican.asu.yorulmaz367@example.com,+905745508428,2022-07-24,2025-01-29,Malatya,Yeşilyurt,Türkiye,345.2,60
295,250,Rahiye Kumral Zorlu,rahiye.kumral.zorlu250@example.com,+905325621689,2022-06-10,2025-01-09,İstanbul,Üsküdar,Türkiye,335.99,61
296,6,Yağızkurt Şensoy,yagizkurt.sensoy6@example.com,+905480184514,2023-07-06,2025-12-17,Bursa,Nilüfer,Türkiye,191.29,28
297,317,İnançlı Ülker,inancli.ulker317@example.com,+905725204565,2025-09-04,2026-06-21,Antalya,Kepez,Türkiye,203.86,36
298,56,Soykut Durmuş,soykut.durmus56@example.com,+905537735158,2022-05-02,2026-03-17,Samsun,Atakum,Türkiye,201.94,40
299,150,Çapkan Bilge,capkan.bilge150@example.com,+905014626383,2022-05-31,2025-07-30,Denizli,Pamukkale,Türkiye,401.45,69
300,366,Arş. Gör. Güverçin Şirivan Türk Gül,ars.gor.guvercin.sirivan.turk.gul366@example.com,+905433800545,2022-02-25,2025-01-19,Samsun,Atakum,Türkiye,142.72,28
301,88,Sevginur Misra İhsanoğlu,sevginur.misra.ihsanoglu88@example.com,+905595269495,2023-02-08,2025-05-12,Eskişehir,Tepebaşı,Türkiye,415.95,71
302,424,Dr. Oymak Şener,dr.oymak.sener424@example.com,+905746897152,2021-12-09,2025-09-18,Diyarbakır,Kayapınar,Türkiye,260.92,48
303,52,Arş. Gör. Firdevis Eraslan Fırat,ars.gor.firdevis.eraslan.firat52@example.com,+905104709521,2024-04-17,2026-06-09,Mersin,Yenişehir,Türkiye,373.14,38
304,405,Günebakan İnönü,gunebakan.inonu405@example.com,+905377805292,2024-03-27,2025-03-11,Denizli,Pamukkale,Türkiye,357.98,65
305,216,Sonnur Çağlar Fırat Ergül,sonnur.caglar.firat.ergul216@example.com,+905021465669,2024-10-28,2026-01-21,Samsun,İlkadım,Türkiye,282.32,51
306,331,Dilşat Ertaş,dilsat.ertas331@example.com,+905590561655,2023-08-22,2025-09-15,Antalya,Kepez,Türkiye,192.38,40
307,120,Belgizar Öcalan,belgizar.ocalan120@example.com,+905245937526,2024-02-28,2025-09-06,Mersin,Yenişehir,Türkiye,377.61,36
308,125,Ayduru Sakarya,ayduru.sakarya125@example.com,+905622660937,2022-08-18,2026-02-09,Diyarbakır,Kayapınar,Türkiye,293.38,45
309,319,Tali Âdem Soylu,tali.dem.soylu319@example.com,+905389888167,2025-07-09,2025-09-29,Samsun,İlkadım,Türkiye,309.13,25
310,475,Yasan Şehamet Fırat Akdeniz,yasan.sehamet.firat.akdeniz475@example.com,+905625436172,2025-05-01,2026-03-21,Bursa,Osmangazi,Türkiye,152.18,32
311,321,Gürcüye Gülev Mansız Eraslan,gurcuye.gulev.mansiz.eraslan321@example.com,+905011939325,2025-10-14,2026-01-20,Bursa,Nilüfer,Türkiye,130.9,23
312,339,Şeref Bilgin,seref.bilgin339@example.com,+905471391559,2021-10-25,2026-05-09,İzmir,Bornova,Türkiye,379.17,42
313,51,Başok Ülker,basok.ulker51@example.com,+905090974395,2024-09-20,2025-08-02,Trabzon,Ortahisar,Türkiye,325.87,58
314,223,Okt. Cebesoy Gökay Yılmaz,okt.cebesoy.gokay.yilmaz223@example.com,+905647292931,2021-11-27,2025-12-25,Samsun,Atakum,Türkiye,352.07,35
315,53,Öğr. Zerafet Gülper Demirel,ogr.zerafet.gulper.demirel53@example.com,+905451712368,2023-11-24,2025-11-24,Adana,Seyhan,Türkiye,290.71,23
316,429,Cantez Akça,cantez.akca429@example.com,+905436402701,2025-07-22,2025-10-03,Samsun,İlkadım,Türkiye,386.07,67
317,195,Özpınar Selâtin Çetin Türk,ozpinar.seltin.cetin.turk195@example.com,+905573993056,2025-04-24,2026-02-03,İstanbul,Kadıköy,Türkiye,218.4,42
318,335,Alaz Eraslan Duran,alaz.eraslan.duran335@example.com,+905514846853,2023-08-17,2025-11-26,Van,İpekyolu,Türkiye,283.78,43
319,72,Uz. Köker Nurullah Güçlü,uz.koker.nurullah.guclu72@example.com,+905369711798,2025-11-09,2026-04-25,Diyarbakır,Kayapınar,Türkiye,335.66,58
320,38,Us Sadittin İnönü Aslan,us.sadittin.inonu.aslan38@example.com,+905328120679,2023-04-25,2025-12-16,Kayseri,Kocasinan,Türkiye,191.89,36
321,12,Canseven Ergül Akdeniz,canseven.ergul.akdeniz12@example.com,+905317810801,2021-09-21,2026-06-16,Mersin,Toroslar,Türkiye,352.95,72
322,344,Kerman Ertaş,kerman.ertas344@example.com,+905027206345,2022-09-20,2026-05-12,Ankara,Keçiören,Türkiye,141.55,23
323,25,Eflâtun İlgi Türk,efltun.ilgi.turk25@example.com,+905489513433,2025-02-14,2025-09-02,Adana,Seyhan,Türkiye,103.09,19
